state,date,est_infections,est_population,infection_rate,scaled_ir,severe
Vermont,2020-06-28,0.0552363925999962,623989,8.852142040964856e-08,0.00038929330088514343,0
Vermont,2020-06-29,0.0506381983397296,623989,8.115238944873964e-08,0.0003568862892999358,0
Vermont,2020-06-30,0.0471132288326044,623989,7.55033002706849e-08,0.0003320431180050617,0
Vermont,2020-07-01,0.0428599597235443,623989,6.868704371959169e-08,0.0003020670592544849,0
Vermont,2020-07-02,0.0385935645145364,623989,6.18497513810923e-08,0.0002719984907818304,0
Vermont,2020-07-03,0.0352474269176601,623989,5.6487256854944715e-08,0.0002484156855043991,0
Vermont,2020-07-04,0.0319800568234641,623989,5.125099452628829e-08,0.0002253880154012157,0
Vermont,2020-07-05,0.0292319498580182,623989,4.6846899317164565e-08,0.0002060199919498899,0
Vermont,2020-07-06,0.0272557334761368,623989,4.367983005491571e-08,0.00019209207512916937,0
Vermont,2020-07-07,0.0252657217796659,623989,4.0490652526993105e-08,0.00017806693211607448,0
Vermont,2020-07-08,0.0230852295462973,623989,3.699621234716846e-08,0.0001626993262541737,0
Vermont,2020-07-09,0.0209720763273071,623989,3.360968915687152e-08,0.0001478063102194045,0
Vermont,2020-07-10,0.018927024880657,623989,3.033230534617918e-08,0.00013339325975378694,0
Vermont,2020-07-11,0.0172433309314074,623989,2.7634030297661338e-08,0.00012152697350512545,0
Vermont,2020-07-12,0.0158474266927224,623989,2.539696483867889e-08,0.00011168896269601221,0
Vermont,2020-07-13,0.0145138300181134,623989,2.3259753005443045e-08,0.00010229008121388392,0
Vermont,2020-07-14,0.0133593505606987,623989,2.1409593054843435e-08,9.415357652668238e-05,0
Vermont,2020-07-15,0.0124606695227558,623989,1.9969373695298795e-08,8.781988004506974e-05,0
Vermont,2020-07-16,0.0116083157481626,623989,1.860339805375191e-08,8.181268742021187e-05,0
Vermont,2020-07-17,0.010652712590294001,623989,1.7071955740075547e-08,7.507781697867616e-05,0
Vermont,2020-07-18,0.00973265923571307,623989,1.559748526931255e-08,6.859349334351406e-05,0
Vermont,2020-07-19,0.008938556663692,623989,1.4324862559583581e-08,6.299684174623293e-05,0
Vermont,2020-07-20,0.00833282975573093,623989,1.335412924864209e-08,5.872781833993858e-05,0
Vermont,2020-07-21,0.00770186140097212,623989,1.234294418807402e-08,5.428089904397508e-05,0
Vermont,2020-07-22,0.007116143941646441,623989,1.1404277866511173e-08,5.015289761218582e-05,0
Vermont,2020-07-23,0.00667751124652568,623989,1.0701328463363424e-08,4.706151564181966e-05,0
Vermont,2020-07-24,0.00616659003985114,623989,9.882530044361584e-09,4.346066093089449e-05,0
Vermont,2020-07-25,0.00564270497602411,623989,9.04295584701671e-09,3.976843994765672e-05,0
Vermont,2020-07-26,0.00523362275573891,623989,8.3873638088795e-09,3.688532290176743e-05,0
Vermont,2020-07-27,0.00488128009194043,623989,7.822702150102695e-09,3.440209315083075e-05,0
Vermont,2020-07-28,0.0045469104402000105,623989,7.2868439030175375e-09,3.204553303954363e-05,0
Vermont,2020-07-29,0.0042633267696946895,623989,6.832374881119201e-09,3.0046900799306614e-05,0
Vermont,2020-07-30,0.00397944833431393,623989,6.377433471285439e-09,2.8046191124278332e-05,0
