Blank,CountDR,Incident Type DS,County,County Comma,Fiscal Year,URL,State,Country,Number of Records,PlaceHolder,Declaration Date,declarationRequestNumber,Title,declarationType,designatedArea,disasterCloseoutDate,Disaster Number,femaDeclarationString,fipsCountyCode,fipsStateCode,fyDeclared,Hash,Hm Program Declared,Ia Program Declared,Id,Ih Program Declared,Incident Begin Date,Incident End Date,Incident Type,Last Refresh,Pa Program Declared,Place Code,State.Abbr
Disaster Number,1,coastal storms,San Bernardino County,"San Bernardino County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,San Bernardino (County),,677,DR-677-CA,71,6,1983,fee10edee4dc385a21c878b9d6f4cceb,FALSE,TRUE,5d1bceb4d5b39c032f2619dd,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,FALSE,99071,CA
Disaster Number,1,coastal storms,Yuba County,"Yuba County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Yuba (County),,677,DR-677-CA,115,6,1983,bf74f5bd6718a669829ce723a0a5baba,FALSE,TRUE,5d1bceb4d5b39c032f261a6b,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,FALSE,99115,CA
Disaster Number,1,earthquakes,Kings County,"Kings County,",FY 1983,http://www.ready.gov/earthquakes,California,United States,1,1,5/5/1983 4:00,83028,COALINGA EARTHQUAKE,DR,Kings (County),,682,DR-682-CA,31,6,1983,831ed3533756e4f87f026c8d21f3d58e,FALSE,TRUE,5d1bceb4d5b39c032f261a97,FALSE,5/5/1983,5/5/1983,Earthquake,7/26/2019,FALSE,99031,CA
Disaster Number,1,earthquakes,Orange County,"Orange County,",FY 1988,http://www.ready.gov/earthquakes,California,United States,1,1,10/7/1987 4:00,87028,EARTHQUAKE & AFTERSHOCKS,DR,Orange (County),,799,DR-799-CA,59,6,1988,0115b725d9b3b101a0fb18c9a265c016,FALSE,TRUE,5d1bceb4d5b39c032f261e4c,FALSE,10/1/1987,11/20/1987,Earthquake,7/26/2019,FALSE,99059,CA
Disaster Number,1,fires,Orange County,"Orange County,",FY 1982,http://www.ready.gov/wildfires,California,United States,1,1,4/24/1982 5:00,82022,URBAN FIRE,DR,Orange (County),,657,DR-657-CA,59,6,1982,da4c3c76ff1a45124b47bca28fba73a2,FALSE,TRUE,5d1bceb3d5b39c032f2619a9,FALSE,4/24/1982,4/24/1982,Fire,7/26/2019,FALSE,99059,CA
Disaster Number,1,fires,Nevada County,"Nevada County,",FY 1988,http://www.ready.gov/wildfires,California,United States,1,1,9/29/1988 4:00,88025,WILDFIRES,DR,Nevada (County),,815,DR-815-CA,57,6,1988,18dc7854c5f695dcd76e16b04511d781,FALSE,TRUE,5d1bceb4d5b39c032f261f38,FALSE,9/11/1988,9/24/1988,Fire,7/26/2019,FALSE,99057,CA
Disaster Number,1,fires,Shasta County,"Shasta County,",FY 1988,http://www.ready.gov/wildfires,California,United States,1,1,9/29/1988 4:00,88025,WILDFIRES,DR,Shasta (County),,815,DR-815-CA,89,6,1988,0309abe3891221b9d7b68e99af2cacb5,FALSE,TRUE,5d1bceb4d5b39c032f261eb1,FALSE,9/11/1988,9/24/1988,Fire,7/26/2019,FALSE,99089,CA
Disaster Number,1,fires,Solano County,"Solano County,",FY 1988,http://www.ready.gov/wildfires,California,United States,1,1,9/29/1988 4:00,88025,WILDFIRES,DR,Solano (County),,815,DR-815-CA,95,6,1988,0429dcba7cb33fdfcbf1b227aa6ad5d2,FALSE,TRUE,5d1bceb4d5b39c032f261f37,FALSE,9/11/1988,9/24/1988,Fire,7/26/2019,FALSE,99095,CA
Disaster Number,1,fires,Yuba County,"Yuba County,",FY 1988,http://www.ready.gov/wildfires,California,United States,1,1,9/29/1988 4:00,88025,WILDFIRES,DR,Yuba (County),,815,DR-815-CA,115,6,1988,34a0d275412f12d9a6eb6d089c7bbaf4,FALSE,TRUE,5d1bceb4d5b39c032f261ea5,FALSE,9/11/1988,9/24/1988,Fire,7/26/2019,FALSE,99115,CA
Disaster Number,1,fires,Riverside County,"Riverside County,",FY 1990,http://www.ready.gov/wildfires,California,United States,1,1,6/30/1990 4:00,90029,FIRES,DR,Riverside (County),,872,DR-872-CA,65,6,1990,e9312f14f93655572ab0ef35d3eb8ad2,FALSE,TRUE,5d1bceb5d5b39c032f2622cb,FALSE,6/26/1990,7/3/1990,Fire,7/26/2019,FALSE,99065,CA
Disaster Number,1,fires,San Bernardino County,"San Bernardino County,",FY 1990,http://www.ready.gov/wildfires,California,United States,1,1,6/30/1990 4:00,90029,FIRES,DR,San Bernardino (County),,872,DR-872-CA,71,6,1990,4de7c12c12e298a94ee4765c7f91dcf2,FALSE,TRUE,5d1bceb5d5b39c032f262261,FALSE,6/26/1990,7/3/1990,Fire,7/26/2019,FALSE,99071,CA
Disaster Number,1,fishing lossess,Del Norte County,"Del Norte County,",FY 1994,http://www.ready.gov/technological-accidental-hazards,California,United States,1,1,9/13/1994 4:00,94048,THE EL NINO (THE SALMON INDUSTRY),DR,Del Norte (County),,1038,DR-1038-CA,15,6,1994,01a9cfeeafd11e52331c5ac153577803,FALSE,TRUE,5d1bceb7d5b39c032f262c96,FALSE,5/1/1994,10/31/1994,Fishing Losses,7/26/2019,FALSE,99015,CA
Disaster Number,1,fishing lossess,Humboldt County,"Humboldt County,",FY 1994,http://www.ready.gov/technological-accidental-hazards,California,United States,1,1,9/13/1994 4:00,94048,THE EL NINO (THE SALMON INDUSTRY),DR,Humboldt (County),,1038,DR-1038-CA,23,6,1994,58ba65ad83d6358b9f0dd0f10ab36d46,FALSE,TRUE,5d1bceb7d5b39c032f262c91,FALSE,5/1/1994,10/31/1994,Fishing Losses,7/26/2019,FALSE,99023,CA
Disaster Number,1,fishing lossess,Mendocino County,"Mendocino County,",FY 1994,http://www.ready.gov/technological-accidental-hazards,California,United States,1,1,9/13/1994 4:00,94048,THE EL NINO (THE SALMON INDUSTRY),DR,Mendocino (County),,1038,DR-1038-CA,45,6,1994,150a8c1afed865e3dc23bf64b7bee623,FALSE,TRUE,5d1bceb7d5b39c032f262c8c,FALSE,5/1/1994,10/31/1994,Fishing Losses,7/26/2019,FALSE,99045,CA
Disaster Number,1,fishing lossess,Sonoma County,"Sonoma County,",FY 1994,http://www.ready.gov/technological-accidental-hazards,California,United States,1,1,9/13/1994 4:00,94048,THE EL NINO (THE SALMON INDUSTRY),DR,Sonoma (County),,1038,DR-1038-CA,97,6,1994,404e62fc87e375197aaec3be7ba02e12,FALSE,TRUE,5d1bceb7d5b39c032f262c8e,FALSE,5/1/1994,10/31/1994,Fishing Losses,7/26/2019,FALSE,99097,CA
Disaster Number,1,floods,Del Norte County,"Del Norte County,",FY 1986,http://www.ready.gov/floods,California,United States,1,1,2/21/1986 5:00,86003,SEVERE STORMS & FLOODING,DR,Del Norte (County),,758,DR-758-CA,15,6,1986,c72702a14f46d3a7b7d098bd05290653,FALSE,TRUE,5d1bceb4d5b39c032f261cf3,FALSE,2/12/1986,3/10/1986,Flood,7/26/2019,FALSE,99015,CA
Disaster Number,1,floods,Madera County,"Madera County,",FY 1986,http://www.ready.gov/floods,California,United States,1,1,2/21/1986 5:00,86003,SEVERE STORMS & FLOODING,DR,Madera (County),,758,DR-758-CA,39,6,1986,b09c777a5ca8ecd1441b7ab56f96f5ff,FALSE,TRUE,5d1bceb4d5b39c032f261d17,FALSE,2/12/1986,3/10/1986,Flood,7/26/2019,FALSE,99039,CA
Disaster Number,1,floods,San Benito County,"San Benito County,",FY 1986,http://www.ready.gov/floods,California,United States,1,1,2/21/1986 5:00,86003,SEVERE STORMS & FLOODING,DR,San Benito (County),,758,DR-758-CA,69,6,1986,50dc3975dc064987be3c78693bc1e9d2,FALSE,TRUE,5d1bceb4d5b39c032f261d1a,FALSE,2/12/1986,3/10/1986,Flood,7/26/2019,FALSE,99069,CA
Disaster Number,1,floods,Shasta County,"Shasta County,",FY 1986,http://www.ready.gov/floods,California,United States,1,1,2/21/1986 5:00,86003,SEVERE STORMS & FLOODING,DR,Shasta (County),,758,DR-758-CA,89,6,1986,8677c300fa4b2433d701f5fcfe54b886,FALSE,TRUE,5d1bceb4d5b39c032f261cf1,FALSE,2/12/1986,3/10/1986,Flood,7/26/2019,FALSE,99089,CA
Disaster Number,1,freezings,Alameda County,"Alameda County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Alameda (County),,894,DR-894-CA,1,6,1991,862195c08df3dc41b937ea0bd7c4b6e1,FALSE,TRUE,5d1bceb5d5b39c032f2623e7,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99001,CA
Disaster Number,1,freezings,Butte County,"Butte County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Butte (County),,894,DR-894-CA,7,6,1991,96b65e5b89ba9f244447748b7537ae22,FALSE,TRUE,5d1bceb5d5b39c032f2623e5,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99007,CA
Disaster Number,1,freezings,Colusa County,"Colusa County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Colusa (County),,894,DR-894-CA,11,6,1991,429f2e091f92c6c62a99a07ccd99f4bc,FALSE,TRUE,5d1bceb5d5b39c032f2623e4,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99011,CA
Disaster Number,1,freezings,Fresno County,"Fresno County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Fresno (County),,894,DR-894-CA,19,6,1991,964e545a9926af0d0ca0fe5751cb1144,FALSE,TRUE,5d1bceb5d5b39c032f2623e6,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99019,CA
Disaster Number,1,freezings,Glenn County,"Glenn County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Glenn (County),,894,DR-894-CA,21,6,1991,3f108b0ca0c671a6e0ba0ff3b1f44b1e,FALSE,TRUE,5d1bceb5d5b39c032f2623ea,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99021,CA
Disaster Number,1,freezings,Imperial County,"Imperial County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Imperial (County),,894,DR-894-CA,25,6,1991,c57f48c33e22cf2b9f70c9f3ebd11e95,FALSE,TRUE,5d1bceb5d5b39c032f2623e8,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99025,CA
Disaster Number,1,freezings,Kern County,"Kern County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Kern (County),,894,DR-894-CA,29,6,1991,1b0609cc3ce6333d8c267706ffa8f7a5,FALSE,TRUE,5d1bceb5d5b39c032f2623eb,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99029,CA
Disaster Number,1,freezings,Los Angeles County,"Los Angeles County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Los Angeles (County),,894,DR-894-CA,37,6,1991,4ef580b6a0e88ea5dabf0d97373f4110,FALSE,TRUE,5d1bceb5d5b39c032f2623ef,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99037,CA
Disaster Number,1,freezings,Madera County,"Madera County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Madera (County),,894,DR-894-CA,39,6,1991,d3f3cc949e32a9f7bc3c2a97b53af8f2,FALSE,TRUE,5d1bceb5d5b39c032f2623ec,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99039,CA
Disaster Number,1,freezings,Marin County,"Marin County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Marin (County),,894,DR-894-CA,41,6,1991,6da11cd52b4fc711403a322eebcc3e46,FALSE,TRUE,5d1bceb5d5b39c032f2623ed,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99041,CA
Disaster Number,1,freezings,Mendocino County,"Mendocino County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Mendocino (County),,894,DR-894-CA,45,6,1991,194ef60aa83795ae877583c78714b6db,FALSE,TRUE,5d1bceb5d5b39c032f2623f0,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99045,CA
Disaster Number,1,freezings,Merced County,"Merced County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Merced (County),,894,DR-894-CA,47,6,1991,ab59acf7400ffa537b01ff39ad7c9c90,FALSE,TRUE,5d1bceb5d5b39c032f2623f3,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99047,CA
Disaster Number,1,freezings,Monterey County,"Monterey County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Monterey (County),,894,DR-894-CA,53,6,1991,b4fc3d03fbc545f13d8a9036589cc694,FALSE,TRUE,5d1bceb5d5b39c032f262406,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99053,CA
Disaster Number,1,freezings,Napa County,"Napa County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Napa (County),,894,DR-894-CA,55,6,1991,6084ce42811d320976f08f2fbd8b0946,FALSE,TRUE,5d1bceb5d5b39c032f2623f5,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99055,CA
Disaster Number,1,freezings,Riverside County,"Riverside County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Riverside (County),,894,DR-894-CA,65,6,1991,28257e3b03e370c03341f79af66a3f44,FALSE,TRUE,5d1bceb5d5b39c032f2623f2,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99065,CA
Disaster Number,1,freezings,San Benito County,"San Benito County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Benito (County),,894,DR-894-CA,69,6,1991,552330e61ef885f99b759da635966871,FALSE,TRUE,5d1bceb5d5b39c032f2623f4,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99069,CA
Disaster Number,1,freezings,San Bernardino County,"San Bernardino County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Bernardino (County),,894,DR-894-CA,71,6,1991,aec8253cecc40eb3117d83bfc9a50fcc,FALSE,TRUE,5d1bceb5d5b39c032f2623f6,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99071,CA
Disaster Number,1,freezings,San Diego County,"San Diego County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Diego (County),,894,DR-894-CA,73,6,1991,89665a1d9bf34d0a6ad2b89fa2d7ade3,FALSE,TRUE,5d1bceb5d5b39c032f2623f7,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99073,CA
Disaster Number,1,freezings,San Joaquin County,"San Joaquin County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Joaquin (County),,894,DR-894-CA,77,6,1991,29b9837f92b5b1813dd1654cfe801f76,FALSE,TRUE,5d1bceb5d5b39c032f2623f8,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99077,CA
Disaster Number,1,freezings,San Luis Obispo County,"San Luis Obispo County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Luis Obispo (County),,894,DR-894-CA,79,6,1991,fb975b739ad0a424fc2c721da32f839c,FALSE,TRUE,5d1bceb5d5b39c032f2623f9,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99079,CA
Disaster Number,1,freezings,San Mateo County,"San Mateo County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,San Mateo (County),,894,DR-894-CA,81,6,1991,2f3b3e79e9b0d44699ae4432ea2770e6,FALSE,TRUE,5d1bceb5d5b39c032f2623ff,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99081,CA
Disaster Number,1,freezings,Santa Barbara County,"Santa Barbara County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Santa Barbara (County),,894,DR-894-CA,83,6,1991,ee916c0976d13488df149e9c4b872948,FALSE,TRUE,5d1bceb5d5b39c032f2623fd,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99083,CA
Disaster Number,1,freezings,Santa Clara County,"Santa Clara County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Santa Clara (County),,894,DR-894-CA,85,6,1991,95ee909329c97baf10a1d77d417ba17b,FALSE,TRUE,5d1bceb5d5b39c032f2623fb,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99085,CA
Disaster Number,1,freezings,Santa Cruz County,"Santa Cruz County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Santa Cruz (County),,894,DR-894-CA,87,6,1991,9d824f64c49968701961ce8e95eb2bbf,FALSE,TRUE,5d1bceb5d5b39c032f2623fa,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99087,CA
Disaster Number,1,freezings,Solano County,"Solano County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Solano (County),,894,DR-894-CA,95,6,1991,cf28fd81ac45a06d951dfb2a4454641f,FALSE,TRUE,5d1bceb5d5b39c032f262402,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99095,CA
Disaster Number,1,freezings,Sonoma County,"Sonoma County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Sonoma (County),,894,DR-894-CA,97,6,1991,21e56ff795d0fbd5be940327f41419a7,FALSE,TRUE,5d1bceb5d5b39c032f262400,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99097,CA
Disaster Number,1,freezings,Stanislaus County,"Stanislaus County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Stanislaus (County),,894,DR-894-CA,99,6,1991,7980c1b36bd2e592159f02f3fcd728ca,FALSE,TRUE,5d1bceb5d5b39c032f262404,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99099,CA
Disaster Number,1,freezings,Sutter County,"Sutter County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Sutter (County),,894,DR-894-CA,101,6,1991,78ec7b48f0e09107aa127d128c76dac3,FALSE,TRUE,5d1bceb5d5b39c032f262405,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99101,CA
Disaster Number,1,freezings,Tehama County,"Tehama County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Tehama (County),,894,DR-894-CA,103,6,1991,287ddb2e396c0dae68982532d587a438,FALSE,TRUE,5d1bceb5d5b39c032f262401,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99103,CA
Disaster Number,1,freezings,Tulare County,"Tulare County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Tulare (County),,894,DR-894-CA,107,6,1991,d885046391eefc453a2c78b437b04f9a,FALSE,TRUE,5d1bceb5d5b39c032f2623bd,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99107,CA
Disaster Number,1,freezings,Ventura County,"Ventura County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Ventura (County),,894,DR-894-CA,111,6,1991,9263ab200d0693a40ed9ce84a56ffe22,FALSE,TRUE,5d1bceb5d5b39c032f262403,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99111,CA
Disaster Number,1,freezings,Yolo County,"Yolo County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Yolo (County),,894,DR-894-CA,113,6,1991,b1e2af396b89f9126aa9d627bc7328df,FALSE,TRUE,5d1bceb5d5b39c032f2623d6,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99113,CA
Disaster Number,1,freezings,Yuba County,"Yuba County,",FY 1991,http://www.ready.gov/winter-weather,California,United States,1,1,2/11/1991 5:00,91007,SEVERE FREEZE,DR,Yuba (County),,894,DR-894-CA,115,6,1991,f597f3c1db5840e78100b1395e8b381a,FALSE,TRUE,5d1bceb5d5b39c032f2623c7,FALSE,12/19/1990,1/3/1991,Freezing,7/26/2019,FALSE,99115,CA
Disaster Number,1,fires,Los Angeles County,"Los Angeles County,",FY 1979,http://www.ready.gov/wildfires,California,United States,1,1,10/29/1978 4:00,79002,BRUSH FIRES,EM,Los Angeles (County),,3067,EM-3067-CA,37,6,1979,9fc430e47bb9bf761542d8ea20e8356b,FALSE,TRUE,5d1bcec7d5b39c032f267ff1,FALSE,10/29/1978,10/29/1978,Fire,7/26/2019,FALSE,99037,CA
Disaster Number,1,coastal storms,Alameda County,"Alameda County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Alameda (County),,677,DR-677-CA,1,6,1983,6f8e7a026ecd831b6dee94a486735729,FALSE,TRUE,5d1bceb4d5b39c032f2619ea,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99001,CA
Disaster Number,1,coastal storms,Colusa County,"Colusa County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Colusa (County),,677,DR-677-CA,11,6,1983,01c68c98c1087fc5029ca8dc0156435f,FALSE,TRUE,5d1bceb4d5b39c032f2619d6,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99011,CA
Disaster Number,1,coastal storms,Contra Costa County,"Contra Costa County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Contra Costa (County),,677,DR-677-CA,13,6,1983,3c673c68135c80601524c02d34ff8431,FALSE,TRUE,5d1bceb4d5b39c032f2619f6,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99013,CA
Disaster Number,1,coastal storms,Del Norte County,"Del Norte County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Del Norte (County),,677,DR-677-CA,15,6,1983,3a0499bc3f81d3306344e5f337124087,FALSE,TRUE,5d1bceb4d5b39c032f2619e8,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99015,CA
Disaster Number,1,coastal storms,Glenn County,"Glenn County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Glenn (County),,677,DR-677-CA,21,6,1983,5317690ac90763cd9cbc0756c61407ba,FALSE,TRUE,5d1bceb4d5b39c032f2619da,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99021,CA
Disaster Number,1,coastal storms,Humboldt County,"Humboldt County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Humboldt (County),,677,DR-677-CA,23,6,1983,6532935f55756c3a474b3de7202487a0,FALSE,TRUE,5d1bceb4d5b39c032f261a6f,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99023,CA
Disaster Number,1,coastal storms,Kern County,"Kern County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Kern (County),,677,DR-677-CA,29,6,1983,c6f0071caf0358cd72a982e892298407,FALSE,TRUE,5d1bceb4d5b39c032f2619f3,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99029,CA
Disaster Number,1,coastal storms,Kings County,"Kings County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Kings (County),,677,DR-677-CA,31,6,1983,b04d6195ef6a9eef117ef6994a813650,FALSE,TRUE,5d1bceb4d5b39c032f2619e1,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99031,CA
Disaster Number,1,coastal storms,Lake County,"Lake County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Lake (County),,677,DR-677-CA,33,6,1983,6fa9b3bd3f8ade827ae562f443c28126,FALSE,TRUE,5d1bceb4d5b39c032f2619d3,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99033,CA
Disaster Number,1,coastal storms,Los Angeles County,"Los Angeles County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Los Angeles (County),,677,DR-677-CA,37,6,1983,1ef6e6c66d47e3cf3c67d3f837fd48bb,FALSE,TRUE,5d1bceb4d5b39c032f2619ed,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99037,CA
Disaster Number,1,coastal storms,Marin County,"Marin County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Marin (County),,677,DR-677-CA,41,6,1983,a89d620618057778dec48c0cbb84b3a6,FALSE,TRUE,5d1bceb4d5b39c032f2619d9,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99041,CA
Disaster Number,1,coastal storms,Mariposa County,"Mariposa County,",FY 1983,http://www.ready.gov/hurricanes,California,United States,1,1,2/9/1983 5:00,83017,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",DR,Mariposa (County),,677,DR-677-CA,43,6,1983,f4bb043c170eb23bcd431ac3b6a7a73e,FALSE,TRUE,5d1bceb4d5b39c032f2619e5,FALSE,1/21/1983,3/30/1983,Coastal Storm,7/26/2019,TRUE,99043,CA
